expression,reading,meaning,tags,guid
復旧,ふっきゅう,복구,JLPT_1 JLPT,v+skQS.kck
復興,ふっこう,부흥,JLPT_1 JLPT,DSf6z@!#o3
物資,ぶっし,물자,JLPT_1 JLPT,wx*<XPsco8
仏像,ぶつぞ우,불상,JLPT_1 JLPT,oCnal+d5Dm
物体,ぶったい,물체,JLPT_1 JLPT,vQK(_s<&_e
沸騰,ふっとう,비등·끓어오름,JLPT_1 JLPT,K!6nK8uJ5*
不当,ふとう,부당함,JLPT_1 JLPT,"AB;-J~^I,j"
不動産,ふどうさん,부동산,JLPT_1 JLPT,Mv%siEq0S4
無難,ぶなん,무난함,JLPT_1 JLPT,L:*{h+[3Gh
赴任,ふにん,부임,JLPT_1 JLPT,oAb.`u!o*I
腐敗,ふはい,부패,JLPT_1 JLPT,M`8*mP*qtg
不評,ふひょう,불평·평판이 나쁨,JLPT_1 JLPT,uWKg6kq8N?
불복,ふふく,불복,JLPT_1 JLPT,efQHJ:1O+%
普遍,ふへん,보편,JLPT_1 JLPT,DU4nCA/=D7
踏まえる,ふまえる,입각하다·근거로 하다,JLPT_1 JLPT,FbvWJQ2aYz
踏み込む,ふみこむ,발을 들여놓다·침입하다,JLPT_1 JLPT,KsQ]!/u$%%
不明,ふめい,불명,JLPT_1 JLPT,c[|*N}]Ng.
部門,ぶもん,부문,JLPT_1 JLPT,fW<r$/Xexi
扶養,ふよう,부양,JLPT_1 JLPT,c&|r4tzL6g
ふらふら,ふ라ふら,비틀비틀·갈팡질팡,JLPT_1 JLPT,cGi)S~zu?F
ぶらぶら,ぶらぶら,빈둥빈둥·어슬렁어슬렁,JLPT_1 JLPT,"cSlQ|q,LD<"
振り返る,ふりかえる,뒤돌아보다,JLPT_1 JLPT,i6Y*X-6gv)
振り出し,ふりだし,출발점·(어음) 발행,JLPT_1 JLPT,"A2?E7UEb&,"
不良,ふりょう,불량,JLPT_1 JLPT,APww5XImb>
浮力,ふりょく,부력,JLPT_1 JLPT,DkFrZlvY6D
武力,ぶりょく,무력,JLPT_1 JLPT,l$;!dayR0#
ブル,ブル,불도저·수소,JLPT_1 JLPT,vCf7eeE})t
震わせる,ふるわせる,떨게 하다,JLPT_1 JLPT,j:m!@?JEXR
無礼,ぶれい,무례,JLPT_1 JLPT,hx5Ck[5*mQ
付録,ふろく,부록,JLPT_1 JLPT,z3>_<:;2Kw
フロント,フロント,프런트,JLPT_1 JLPT,QB*(L<))Uf
憤慨,ふんがい,분개,JLPT_1 JLPT,M|ckH|tS}_
文化財,ぶんかざい,문화재,JLPT_1 JLPT,GKrt{zi]?g
分業,ぶんぎょう,분업,JLPT_1 JLPT,BTtV3{+^[7
文語,ぶんご,문어(서술체),JLPT_1 JLPT,O2yEclYZ/f
分散,ぶんさん,분산,JLPT_1 JLPT,w2^IG)[nB&
分子,ぶんし,분자,JLPT_1 JLPT,rK-5&@bZ0^
紛失,ふんしつ,분실,JLPT_1 JLPT,j5|sBvq.}8
噴出,ふんしゅつ,분출,JLPT_1 JLPT,D3z2#~XD*U
文書,ぶんしょ,문서,JLPT_1 JLPT,bo]+8nZw?m
紛争,ふんそう,분쟁,JLPT_1 JLPT,OV3#PrQH78
ふんだん,ふんだん,풍부함·넉넉함,JLPT_1 JLPT,MwIZm`m=c%
分担,ぶんたん,분담,JLPT_1 JLPT,gy+k.s^o1O
奮闘,ふんとう,분투,JLPT_1 JLPT,L`X>(7GS~^
分配,ぶんぱい,분배,JLPT_1 JLPT,r[[VI2iWnz
分母,ぶんぼ,분모,JLPT_1 JLPT,BM+H~/z91A
粉末,ふんまつ,분말,JLPT_1 JLPT,O?vF%vQ*a#
分離,ぶんり,분리,JLPT_1 JLPT,u?^XP3ZSZ)
分裂,ぶんれつ,분열,JLPT_1 JLPT,FG95S7^tJT
