expression,reading,meaning,tags,guid
差し支える,さしつかえる,지장이 있다·방해되다,JLPT_1 JLPT,ve>x:VMBVJ
授ける,さずける,수여하다·가르치다,JLPT_1 JLPT,h.+pAO9bEu
摩する,さする,문지르다·비비다,JLPT_1 JLPT,yQu&Wz5|+#
さぞ,さぞ,아마·분명,JLPT_1 JLPT,FE`C@V&t[f
定まる,さだまる,정해지다·안정되다,JLPT_1 JLPT,"Ly=j.,,]V@"
定める,さだめる,정하다·결정하다,JLPT_1 JLPT,MNqx6`F)B2
座談会,ざだんかい,좌담회,JLPT_1 JLPT,d!+{3%PNo}
雑,ざつ,잡스러운·거친,JLPT_1 JLPT,PqMu^a?1a^
雑貨,ざっか,잡화,JLPT_1 JLPT,r5VCxxHAy|
殺人,さつじん,살인,JLPT_1 JLPT,tM%DouVsND
察する,さっする,헤아리다·짐작하다,JLPT_1 JLPT,LGG(>{BjoV
雑談,ざつだん,잡담,JLPT_1 JLPT,DK#>y3UE4B
さっと,さっと,휙·재빨리,JLPT_1 JLPT,EKYb(VaO4Q
さっぱりする,사っぱりする,산뜻하게 하다·상쾌하다,JLPT_1 JLPT,H|ANTa=Wl{
悟る,さとる,깨닫다,JLPT_1 JLPT,v:Q4euCfA7
最中,さなか,한창·한중간,JLPT_1 JLPT,A!j+&nF3Wn
座標,ざひょう,좌표,JLPT_1 JLPT,B0L0!.A0?}
さほど,사ほど,그리·별로,JLPT_1 JLPT,Eqh)/a:JaN
サボる,サボる,땡땡이치다·게으름 피우다,JLPT Genki_Ln.11 Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.13 Genki,AVLvOaz~KF
様,さま,모양·상태·~님,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,lj0_)hI7Ez
寒気,さむけ,오한·추위,JLPT_1 JLPT,N#;$qw^KPE
侍,さむらい,사무라이·무사,JLPT_1 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,g}?p(/xug4
さも,さも,마치·정말로,JLPT_1 JLPT,Gm-[^5Ln&h
作用,さよう,작용,JLPT_1 JLPT,"Oof8u=,|uS"
사らう,さらう,납치하다·가로채다,JLPT_1 JLPT,B@RtBWjh/W
障る,さわる,방해가 되다·해롭다,JLPT_1 JLPT,Di(J(kaH;V
酸,さん,산,JLPT_1 JLPT,k/LaLYL|r#
山岳,さんがく,산악,JLPT_1 JLPT,nJs0S#DzgO
参議院,さんぎいん,참의원,JLPT_1 JLPT,O7n.x?;S]&
産休,さんきゅう,출산 휴가,JLPT_1 JLPT,k`Pzt}i$UW
サンキュー,サンキュー,고맙습니다,JLPT_1 JLPT,rQ2myGNLp<
残金,ざんきん,잔금·잔액,JLPT_1 JLPT,E</lr>b527
産後,さんご,산후,JLPT_1 JLPT,"Pge/h!,u.x"
残酷,ざんこく,잔혹,JLPT_1 JLPT,snLE.]5(UV
産出,さんしゅつ,산출,JLPT_1 JLPT,AItAE0vKn;
参照,さんしょう,참조,JLPT_1 JLPT,Q=29PP)W-_
参上,さんじょう,방문·찾아뵘,JLPT_1 JLPT,w#SP~u0yM;
残高,ざんだか,잔고·잔액,JLPT_1 JLPT,K4gXaj[Vyi
サンタクロース,サン타크로스,산타클로스,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,f/QC`5/{Un
桟橋,さんばし,잔교·부두,JLPT_1 JLPT,qY2!_v~;bZ
賛美,さんび,찬미,JLPT_1 JLPT,e.-RuHb{48
山腹,さんぷく,산 중턱,JLPT_1 JLPT,o2ZZ0`v<eS
産婦人科,さんふじんか,산부인과,JLPT_1 JLPT,C-(.5yIOQP
産物,さんぶつ,산물·결과,JLPT_1 JLPT,E~s#%JNaV$
山脈,さんみゃく,산맥,JLPT_1 JLPT,x1O?:5^y|C
仕上がり,しあがり,마무리·완성된 상태,JLPT_1 JLPT,yea;?+baU4
仕上,しあげ,마무리,JLPT_1 JLPT,oEx[)E@iYE
仕上げる,しあげる,마무리하다·완성하다,JLPT_1 JLPT,hK4h`Zw:aS
飼育,しいく,사육,JLPT_1 JLPT,e5/Z)LI]cr
強いて,しいて,굳이·억지로,JLPT_1 JLPT,Bomwd0N#[6
シート,シート,시트·좌석,JLPT_1 JLPT,u]dm-2Z@p[
ジーパン,ジーパン,청바지,JLPT_1 JLPT,HXr(ew@{F#
仕入れる,しいれる,매입하다·사들이다,JLPT_1 JLPT,IFIIG{$W)<
強いる,しいる,강요하다,JLPT_1 JLPT,mim3NgV!o^
潮,しお,조수·밀물과 썰물,JLPT_1 JLPT,bk[V+Gm9:@
歯科,しか,치과,JLPT_1 JLPT,OAZ`Wrx_o9
自我,じが,자아,JLPT_1 JLPT,b-m;dw=d{Y
自覚,じかく,자각,JLPT_1 JLPT,i/]v!LT[`[
仕掛,しかけ,장치·구조,JLPT_1 JLPT,Jsems8J4`^
仕掛ける,しかける,걸다·시작하다·장치하다,JLPT_1 JLPT,Ac40<_hm$3
しかしながら,しかしながら,그렇지만·하지만,JLPT_1 JLPT,Hq^C6[L3R8
色彩,しきさい,색채,JLPT_1 JLPT,G$Z8Bsx{4U
式場,しきじょう,식장,JLPT_1 JLPT,rHP.1FI!Xg
しきたり,しきたり,관습·관례,JLPT_1 JLPT,sw_]y<P?Kn
事業,じぎょう,사업,JLPT_1 JLPT,A#sQ/bEEtj
