expression,reading,meaning,tags,guid
褒美,ほうび,포상·상,JLPT_1 JLPT,p$ZOw#.2V@
暴風,ぼうふう,폭풍,JLPT_1 JLPT,G7m5?HCHEG
葬る,ほうむる,매장하다,JLPT_1 JLPT,o:m}t1oj2f
放り込む,ほうりこむ,내던져 넣다,JLPT_1 JLPT,eWW}rHT.ef
放り出す,ほうりだす,내팽개치다·내쫓다,JLPT_1 JLPT,x@6@j{vH4g
暴力,ぼうりょく,폭력,JLPT_1 JLPT,"bBwqHP,dIr"
飽和,ほうわ,포화,JLPT_1 JLPT,e-F){8|6>q
ホース,ホース,호스,JLPT_1 JLPT,mR5}X@MWM{
ポーズ,ポーズ,포즈·휴지,JLPT_1 JLPT,o2eqJ-PY$U
ホール,ホール,홀·구멍,JLPT_1 JLPT,g=V#H+1mJd
保温,ほおん,보온,JLPT_1 JLPT,caxU`1c?H}
捕獲,ほかく,포획,JLPT_1 JLPT,b>64#LmJ&_
保管,ほかん,보관,JLPT_1 JLPT,dQ*M>yKiW}
補給,ほきゅう,보급,JLPT_1 JLPT,Dc(.H5{&b@
補強,ほきょう,보강,JLPT_1 JLPT,J3$|<dn.re
募金,ぼきん,모금,JLPT_1 JLPT,h)Vl=R>l^q
牧師,ぼくし,목사,JLPT_1 JLPT,pz`YHSooKr
捕鯨,ほげい,포경·고래잡이,JLPT_1 JLPT,x$O*osSX;x
惚ける,ぼける,흐리멍덩해지다·노망나다,JLPT_1 JLPT,q*FJd;okG=
보험,ほけん,보험,JLPT_1 JLPT,Bet5?24idk
母校,ぼこう,모교,JLPT_1 JLPT,qX^1y@?`G[
母国,ぼこく,모국,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?
誇る,ほこる,자랑하다,JLPT_1 JLPT,M-#?~#CKEe
綻びる,ほころびる,풀리다·(꽃이) 피기 시작하다,JLPT_1 JLPT,IzpFoG;o+q
干し～,ほし～,말린 ~,JLPT_1 JLPT,is?TC|:$uN
ポジション,ポジション,포지션·위치,JLPT_1 JLPT,PnsJ9Y`/xy
干し物,ほしもの,말린 것·빨래,JLPT_1 JLPT,fiEpVY&=zT
保守,ほしゅ,보수,JLPT_1 JLPT,HeA:gQu%kE
補充,ほじゅう,보충,JLPT_1 JLPT,ovQ+M7ILU)
補助,ほじょ,보조,JLPT_1 JLPT,m?5D3_JP+}
舗装,ほそう,포장 (도로),JLPT_1 JLPT,glr.;x9$x0
補足,ほそく,보족·보충,JLPT_1 JLPT,inE4~;vRlL
墓地,ぼち,묘지,JLPT_1 JLPT,nNMpx>zT&}
発作,ほっさ,발작,JLPT_1 JLPT,J-l0g]=x_p
没収,ぼっしゅう,몰수,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,발족,JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,포트·단지,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,볼·뺨,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,슬슬·조금씩,JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,몰락,JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,풀리다,JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,베풀다·시행하다,JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,부근·근처,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,투덜대다·푸념하다,JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼ야ける,흐릿해지다,JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,보양·휴양,JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,포로,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,볼트,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,멸망하다,JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,멸망시키다,JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,본격,JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,본관,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,진심,JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,본국,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,본질,JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,본체,JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,본심·진심에서 우러나오는 말,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,본능,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,본고장,JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,펌프,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,본문,JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,본명,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,마크·표시,JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,나의 ~·마이 ~,JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,마이크로폰·마이크,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,매장,JLPT_1 JLPT,x=IBNay?qY
舞う,まう,춤추다·흩날리다,JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,바로 위,JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,예매,JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,서두·머리말,JLPT_1 JLPT,w66ywP/&&4
任す,まかす,맡기다,JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,이기다·패배시키다,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,조달하다·마련하다,JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,혼동하기 쉽다·헷갈리다,JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,혼동되다·틈타다,JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,진심·정성,JLPT_1 JLPT,D6e()w&]x>
마고つ구,まごつく,당황하다·허둥대다,JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,진실·성실,JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,정말로·진심으로,JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,정말로·틀림없이,JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,낫다·우수하다,JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,~증가·~더함,JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,섞다·교차시키다·나누다,JLPT_1 JLPT,B~3MEZXI+!
真下,ました,바로 아래,JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,하물며·더구나,JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,교차하다·사귀다,JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,마취,JLPT_1 JLPT,"mw>M%F[]D,"
またがる,またがる,올라타다·걸치다,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,약속(해서 만나기로 함),JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,몹시 기다려지다,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,간절히 기다리다,JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,제각각,JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,말기,JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,정확히 두 조각,JLPT_1 JLPT,rhE|8rVnO$
まと,まと,과녁·표적,JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,정리됨·결말·통일,JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,정리·요약,JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,면하다·벗어나다,JLPT_1 JLPT,s%K15EwNfz
招き,ま네き,초대·초청,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,깜박임,JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,마비,JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,~투성이,JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,눈썹,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,공,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,통째로,JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,전혀·완전히,JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,전부·통째로,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,둥글게 말다,JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,만월·보름달,JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,만장·온 장내,JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,바로 앞,JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,동그랗다,JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,동그랗다,JLPT_1 JLPT,l73GW43&1I
～味,～み,~미·~맛,JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,맞선,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,마주 보다·보류하다,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,간과하다·못 보고 넘기다,JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,미개,JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,미각,JLPT_1 JLPT,lw?sswB?B?
幹,みき,줄기,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,꼴사납다·보기 흉하다,JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,가망·예상,JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,미혼,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,미숙함,JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,미세함·티끌,JLPT_1 JLPT,xr|L`N8dB@
水기,みずけ,습기·물기,JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,오타,JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,초라하다,JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,미세스·부인,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,과시하다·뽐내다,JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,구경거리,JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,도랑·틈,JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,채우다·만족시키다,JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,어지럽히다,JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,어지러워지다,JLPT_1 JLPT,KLJg{.X@t^
未知,みち,미지,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,신변·가까움,JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,이끌다·인도하다,JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,밀집,JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,밀접,JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,밀도,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,견적,JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,미정,JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,전망,JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,간주하다·여기다,JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,근원·수원,JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,본받다,JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,옷차림,JLPT_1 JLPT,s|<m`9tUtv
峰,みね,봉우리,JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,신상·처지,JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,못 본 체하다·놓치다,JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,신변·주위,JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,가늠하다·적당히 시기를 보다,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,전망·조망,JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,몸짓,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,맥박,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,뮤직·음악,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,미련,JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,멀리 바라보다,JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,민숙·민박,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
民族,みんぞく,민족,JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,민속,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,무의미,JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,무드·분위기,JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,말수가 적음,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,사위,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,무효,JLPT_1 JLPT,EqE:ixA-k+
無言,むごん,무언,JLPT_1 JLPT,fZ{o?TF{7B
無邪気,むじゃき,천진난만함,JLPT_1 JLPT,L)xB!4E<k?
むしる,むしる,뜯다·쥐어뜯다,JLPT_1 JLPT,.d8S>K-=k
結び,むすび,결말·맺음,JLPT_1 JLPT,d{_<>*~x%J
結び付き,むすびつき,결속·유대,JLPT_1 JLPT,"O3KGVopE,2"
結び付く,むすびつく,결부되다·연결되다,JLPT_1 JLPT,EMFAQ1Kh)m
結び付ける,むすびつける,결부시키다·묶다,JLPT_1 JLPT,fRB2/x*X`A
無線,むせん,무선,JLPT_1 JLPT,y?)Jdm`O>c
無駄遣い,むだづかい,낭비,JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH"
無断,むだん,무단,JLPT_1 JLPT,I$Ua7qpQZH
無知,むち,무지,JLPT_1 JLPT,g+^m*mx.<r
無茶,むちゃ,터무니없음·무모함,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f
無茶苦茶,むちゃくちゃ,엉망진창,JLPT_1 JLPT,KCqc4.UxPr
空しい,むなしい,공허하다·헛되다,JLPT_1 JLPT,P|:1(IV_+~
無念,むねん,무념·분함,JLPT_1 JLPT,b;piP^Vw+j
無能,むのう,무능,JLPT_1 JLPT,izu(:0$`9@
無闇に,むやみに,함부로·무턱대고,JLPT_1 JLPT,N)&c#LP7Bq
無用,むよう,무용·소용없음,JLPT_1 JLPT,"Oc`U#P0i,-"
斑,むら,얼룩·얼룩덜룩함,JLPT_1 JLPT,ejP4z=)m?O
群がる,むらがる,무리 짓다,JLPT_1 JLPT,vyc%)s7Efv
無論,むろん,물론,JLPT_1 JLPT,I(9V_xrT80
名産,めいさん,명산,JLPT_1 JLPT,KN>?5r|..h
名称,めいしょう,명칭,JLPT_1 JLPT,P!9gSFK*GV
命中,めいちゅう,명중,JLPT_1 JLPT,Qq0/BP{lJ:
明白,めいはく,명백,JLPT_1 JLPT,g|K4[<><hX
名簿,めいぼ,명부,JLPT_1 JLPT,xkhYhi]K-$
名誉,めいよ,명예,JLPT_1 JLPT,PiLIi1%_ER
明瞭,めいりょう,명료,JLPT_1 JLPT,"s[dks,f=+A"
明朗,めいろう,명랑,JLPT_1 JLPT,Kzdx<dR.%]
メーカー,メーカー,제조사·메이커,JLPT_1 JLPT,r)Eust:VuL
目方,めかた,무게·중량,JLPT_1 JLPT,"unS}*nsB,_"
恵み,めぐみ,은혜·축복,JLPT_1 JLPT,gdikXkV`X<
恵む,めぐむ,베풀다,JLPT_1 JLPT,u_D+Zdxyy/
目覚しい,めざましい,눈부시다·괄목할 만하다,JLPT_1 JLPT,"z8UKuy,l`d"
目覚める,めざめる,잠에서 깨다·깨닫다,JLPT_1 JLPT,~I1tdEiJ_
召す,めす,드시다·입으시다(존경어),JLPT_1 JLPT,K%!n2|&<A0
雌,めす,암컷,JLPT_1 JLPT,EW)C>Dc!w6
目付き,めつき,눈매·눈빛,JLPT_1 JLPT,MWZLbZ@^R+
滅亡,めつぼう,멸망,JLPT_1 JLPT,"v,{^w}Wj5u"
メディア,メディア,미디어,JLPT_1 JLPT,A?+IR*&l/Z
目途,めど,목표·전망,JLPT_1 JLPT,iewKY)jVg]
目盛,めもり,눈금,JLPT_1 JLPT,"q0F+,vU3vc"
メ로디,メロディー,멜로디,JLPT_1 JLPT,coHp=(F!o=
面会,めんかい,면회,JLPT_1 JLPT,QB;1.39?j>
免除,めんじょ,면제,JLPT_1 JLPT,ro}g@BYFqK
面する,めんする,면하다·마주하다,JLPT_1 JLPT,oK/f+%co{~
面目,めんぼく,면목,JLPT_1 JLPT,xl=a%LW1Mr
面目,めんもく,면목,JLPT_1 JLPT,p4D(kkU&Ya
～網,～もう,~망 (네트워크),JLPT_1 JLPT,"kks{,EwPh"
設ける,もうける,설치하다·만들다,JLPT_1 JLPT,MQGAfGCn2s
申し入れる,もうしいれる,제안하다·제의하다,JLPT_1 JLPT,A!/~oWN34l
申込,もうしこみ,신청,JLPT_1 JLPT,iTX<OH$n{u
申出,もうしで,신청·제의,JLPT_1 JLPT,"v,YJy~@#5$"
申し出る,もうしでる,신청하다·말하다,JLPT_1 JLPT,o$K|y3;=)!
申し分,もうしぶん,비난할 점·부족함,JLPT_1 JLPT,GNY9])J3>&
盲点,もうてん,맹점,JLPT_1 JLPT,m.:>Z[agNy
猛烈,もうれつ,맹렬함,JLPT_1 JLPT,yLUeQW5(ZA
モー텔,モーテル,모텔,JLPT_1 JLPT,mg2c}$GoZg
도모く,もがく,발버둥 치다,JLPT_1 JLPT,C7rE2*5O^8
目録,もくろく,목록,JLPT_1 JLPT,uL+agcp`WN
目論見,もくろみ,계획·의도,JLPT_1 JLPT,c9iE`D<`%d
模型,もけい,모형,JLPT_1 JLPT,ed!.{WEf4?
模索,もさく,모색,JLPT_1 JLPT,"B4,c<+ikaa"
もしかして,もしかして,혹시,JLPT_1 JLPT,w5+%$rMA:M
もしくは,もしくは,혹은,JLPT_1 JLPT,f24/]y_t7c
もたらす,もたらす,가져오다·초래하다,JLPT_1 JLPT,k=cp%Lr}Pw
持ち切り,もちきり,계속 지속됨·화제가 됨,JLPT_1 JLPT,Q~!SFE+j1*
目下,もっか,현재·당분간,JLPT_1 JLPT,J1]`GmmTSp
専ら,もっぱら,오로지·주로,JLPT_1 JLPT,tu&L<v;Fqv
もてなす,もてなす,대접하다·환대하다,JLPT_1 JLPT,K@A<3)}2cZ
もてる,もてる,인기 있다,JLPT_1 JLPT,K^XraA[CV!
モニター,モニター,모니터,JLPT_1 JLPT,ztCrx#(s0[
物好き,ものずき,호기심이 강함·색다른 것을 좋아함,JLPT_1 JLPT,Rb?3(vt:f>
物足りない,ものたりない,어딘가 부족하다,JLPT_1 JLPT,KI9JcrBw_2
もはや,もはや,이미·벌써,JLPT_1 JLPT,fZ`+BeK9z~
模範,もはん,모범,JLPT_1 JLPT,Mau9*C?C72
模倣,もほう,모방,JLPT_1 JLPT,yUL<]q3$8n
もめる,もめる,분쟁이 일어나다·시끄러워지다,JLPT_1 JLPT,v(j?vVE;el
股,もも,허벅지,JLPT_1 JLPT,G_TQ_^K>(0
腿,もも,허벅지,JLPT_1 JLPT,Fl0F`YIkpg
催す,もよおす,개최하다·느끼다,JLPT_1 JLPT,qKmEag$Qr@
漏らす,もらす,새게 하다·설사하다·누설하다,JLPT_1 JLPT,k!U%{2y7j|
盛り上がる,もりあがる,달아오르다·부풀어 오르다,JLPT_1 JLPT,g[M=aCpEE[
漏る,もる,새다,JLPT_1 JLPT,ke69%r#AD.
漏れる,もれる,새다·누락되다,JLPT_1 JLPT,f:|ir!hLeQ
脆い,もろい,부서지기 쉽다·마음이 약하다,JLPT_1 JLPT,m7?rDT~~db
もろに,もろに,직접·정면으로,JLPT_1 JLPT,K3fu7*E_vY
矢,や,화살,JLPT_1 JLPT,uA$qbca=&2
野外,やがい,야외,JLPT_1 JLPT,"gD=,$2gpm|"
～薬,～やく,~약,JLPT_1 JLPT,O.[e|Y6E?j
夜具,やぐ,침구·이부자리,JLPT_1 JLPT,EFUa$D)qGB
役職,やくしょく,직책·관리직,JLPT_1 JLPT,o1K=ON/OTS
役場,やくば,면사무소·관공서,JLPT_1 JLPT,g(k9.|^KSZ
やけに,やけ에,몹시·지독하게,JLPT_1 JLPT,tyF=qET&O!
屋敷,やしき,저택,JLPT_1 JLPT,kyE@%cV[?g
養う,やしなう,기르다·부양하다,JLPT_1 JLPT,neyyq^bU/c
野心,やしん,야심,JLPT_1 JLPT,n<1rbhOoTc
安っぽい,やすっぽい,값싸 보이다,JLPT_1 JLPT,q./Z7LJ%[7
休める,やすめる,쉬게 하다,JLPT_1 JLPT,JqF3vGaVV
野生,やせい,야생,JLPT_1 JLPT,Fy^pVCXg]$
奴,やつ,놈·녀석,JLPT_1 JLPT,"zof3FA<N,u"
闇,やみ,어둠·암거래,JLPT_1 JLPT,s|4s:5(PD;
病む,やむ,병들다·앓다,JLPT_1 JLPT,H5M2j-I:6B
ややこしい,ややこしい,복잡하다·까다롭다,JLPT_1 JLPT,ICemn<#!-X
やりとおす,やりとおす,끝까지 해내다,JLPT_1 JLPT,J/n?:UTJiF
やりとげる,やりとげる,완수하다,JLPT_1 JLPT,pEIG3P~OVf
和らげる,やわらげる,완화시키다·부드럽게 하다,JLPT_1 JLPT,kl6br!q.AY
ヤング,ヤング,젊은이·영,JLPT_1 JLPT,"gk{d%L,)K+"
～油,～ゆ,~유·기름,JLPT_1 JLPT,QcD#WpcqE6
優位,ゆうい,우위,JLPT_1 JLPT,kt30`|;>Vo
憂鬱,ゆううつ,우울,JLPT_1 JLPT,oT|*}x?p{D
有益,ゆうえき,유익,JLPT_1 JLPT,B/K9zqnWV+
優越,ゆうえつ,우월,JLPT_1 JLPT,J@3^J2[Dqz
勇敢,ゆうかん,용감,JLPT_1 JLPT,ij|^m_ZF8l
夕暮れ,ゆうぐれ,해질녘,JLPT_1 JLPT,xn0Tp1JH0v
融資,ゆうし,융자,JLPT_1 JLPT,G&m_H=N/D;
有する,ゆうする,가지다·소유하다,JLPT_1 JLPT,vkF;K$-{=^
優勢,ゆうせい,우세,JLPT_1 JLPT,L0nx>W(-e+
優先,ゆうせん,우선,JLPT_1 JLPT,l)|YgL5_SN
誘導,ゆうどう,유도,JLPT_1 JLPT,uG_U[CknG5
融通,ゆうずう,융통,JLPT_1 JLPT,n>A>S2P-0$
優美,ゆうび,우아함,JLPT_1 JLPT,}Ap|`a2gY
有望,ゆうぼう,유망함,JLPT_1 JLPT,oFsPf~4K.z
遊牧,ゆうぼく,유목,JLPT_1 JLPT,gJX#eMq!5y
夕焼け,ゆうやけ,노을,JLPT_1 JLPT,H_x[IPS7*X
有力,ゆうりょく,유력함,JLPT_1 JLPT,uhNbfXeT%o
幽霊,ゆうれい,유령,JLPT_1 JLPT,d6/M)isa9B
誘惑,ゆうわく,유혹,JLPT_1 JLPT,hy!Cy1YJLH
故,ゆえ,까닭·이유,JLPT_1 JLPT,h8UChh;E+0
