expression,reading,meaning,tags,guid
支持,しじ,지지·후원,JLPT_1 JLPT,oo0YtJF4ck
自主,じしゅ,자주·자율,JLPT_1 JLPT,ARYI~qJT^l
自首,じしゅ,자수,JLPT_1 JLPT,qvNf_+tfMc
刺繍,ししゅう,자수,JLPT_1 JLPT,w_uSABGrgB
市場,しじょう,시장,JLPT_1 JLPT,PAheY`kK%!
辞職,じしょく,사직,JLPT_1 JLPT,pwRmK+}S5n
雫,しずく,물방울,JLPT_1 JLPT,q+DG7K-9zr
システム,システム,시스템,JLPT_1 JLPT,QzGyU%s_=+
沈める,しずめる,가라앉히다·침몰시키다,JLPT_1 JLPT,k#([X{>3G.
施設,しせつ,시설,JLPT_1 JLPT,NLo.Oj~LZQ
事前,じぜん,사전·미리,JLPT_1 JLPT,"B`.[5%YoP,"
子息,しそく,자제·아들,JLPT_1 JLPT,FTUd?vlNr&
持続,じぞく,지속,JLPT_1 JLPT,z!R.0v{_I+
自尊心,じそんしん,자존심,JLPT_1 JLPT,"db,ehs16g5"
慕う,したう,사모하다·그리워하다,JLPT_1 JLPT,Kg^oT02U+h
下心,したごころ,속셈·의도,JLPT_1 JLPT,yNAARsc60)
下地,したじ,바탕·기초·준비,JLPT_1 JLPT,C0{8:(@F]r
親しむ,したしむ,친해지다·친하게 지내다,JLPT_1 JLPT,]t:px`?.Z
下調べ,したしらべ,예비 조사·하조사,JLPT_1 JLPT,DxMjJ:J?n9
愛想,あいそう,붙임성·친절,JLPT JLPT_1,D5/lX+C:0I
間柄,あいだがら,관계·사이,JLPT JLPT_1,r){:>bdZ&g
合間,あいま,틈·사이,JLPT JLPT_1,"JUK537Y{:,"
敢えて,あえて,굳이·감히,JLPT JLPT_1,s1!E#AVJt2
仰ぐ,あおぐ,우러러보다·우러르다·청하다,JLPT JLPT_1,jM1|yl:^{3
垢,あか,때·더러움,JLPT JLPT_1,DBMz)Db=eM
赤字,아かじ,적자,JLPT JLPT_1,HI03WP|@HB
明かす,あかす,밝히다·드러내다,JLPT JLPT_1,KwYk}cvf;4
赤らむ,あからむ,붉어지다·발개지다,JLPT JLPT_1,j<sn*Q2&fX
上がり,あがり,올라감·수입·마무리,JLPT JLPT_1,P4)VsPElC3
諦め,あきらめ,포기·단념,JLPT JLPT_1,t[6Mba+ksr
アクセル,アクセル,엑셀·가속 페달,JLPT JLPT_1,Ne4X+cGeo>
あくどい,あくどい,악랄하다·지나치게 화려하다,JLPT JLPT_1,lc&@RDrWR_
顎,あご,턱,JLPT JLPT_1,Ptm5MS8ifU
憧れ,あこがれ,동경·그리움,Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_1,xBeDF#=-sz
麻,あさ,삼·마,JLPT JLPT_1,w(rcEk/VmK
あざ,あざ,멍·반점,JLPT JLPT_1,d*;1c9:{uT
浅ましい,あさましい,한심하다·비열하다,JLPT JLPT_1,s)pIL-ZA22
欺く,あざむく,속이다·기만하다,JLPT JLPT_1,A$ma^<[.oV
鮮やか,あざやか,선명함·또렷함,JLPT JLPT_1,NLW7^$tsZW
嘲笑う,あざわらう,비웃다·조소하다,JLPT JLPT_1,JUQ*e7*7@1
悪しからず,あしからず,나쁘게 생각지 마십시오,JLPT JLPT_1,mzY7to>XD=
味わい,あじわい,맛·풍미,JLPT JLPT_1,AnF0/M>eGJ
焦る,あせる,초조해하다·조바심내다,JLPT JLPT_1,CQ6a[yufGz
あせる,あせる,바래다·퇴색하다,JLPT JLPT_1,z&GHas=YL$
値,あたい,값·가치,JLPT JLPT_1,npzK5/Lv`K
値する,あたいする,~할 만하다·가치가 있다,JLPT JLPT_1,ft<yLz[qaG
悪化,あっか,악화,JLPT JLPT_1,sbr2W2n7MW
扱い,あつかい,취급·대우,JLPT JLPT_1,mENSd|EXrx
呆気ない,あっけない,어이없다·싱겁다,JLPT JLPT_1,Ia5OpTaxp^
あっさり,あっさり,담백하게·깨끗이·산뜻하게,JLPT JLPT_1,oXkv96df2[
斡旋,あっせん,알선·중개,JLPT JLPT_1,e&lS=AStXV
圧倒,あっとう,압도,JLPT JLPT_1,K|Yu^{#OdF
圧迫,あっぱく,압박,JLPT JLPT_1,lV=]6c^zXy
あつらえる,あつらえる,주문하다·맞춤 제작하다,JLPT JLPT_1,w5:fR-]SC?
圧力,あつりょく,압력,JLPT JLPT_1,MjVQW+>`YR
当て,あて,기대·목표·의지함,JLPT JLPT_1,jo;`0^*cS-
宛,あて,~앞·~귀하,JLPT JLPT_1,FnD29QA$}R
当て字,あてじ,아테지·한자의 뜻에 상관없이 음을 빌려 쓰는 표기,JLPT JLPT_1,"Q]8,F~AaiU"
跡継ぎ,あとつぎ,후계자·상속인,JLPT JLPT_1,FOSj&QueO&
後回し,あとまわし,뒤로 미룸,JLPT JLPT_1,gtJh53r?xb
油絵,あぶらえ,유화,JLPT JLPT_1,D+4-`qnb~N
アプローチ,アプローチ,어프로치·접근,JLPT JLPT_1,jEr0e9w(yl
あべこべ,あべこべ,거꾸로·반대,JLPT JLPT_1,"H,+X<T.gD6"
甘える,あまえる,어리광 부리다·응석 부리다,JLPT JLPT_1,Ive+A5(inn
雨具,あまぐ,비구·우장·우비,JLPT JLPT_1,I?IUPpQj*?
甘口,あまくち,단맛·순한 맛,JLPT JLPT_1,RiEI$=-[gq
アマチュア,アマチュア,아마추어,JLPT JLPT_1,cX1.fT!T=M
網,あみ,그물·망,JLPT JLPT_1,H|d6ZL#<h!
操る,あやつる,조종하다·다루다,JLPT JLPT_1,NxyDR}@Pt9
危ぶむ,あやぶむ,걱정하다·우려하다·의심하다,JLPT_1 JLPT,NLhG0QOC$/
あやふや,あやふや,모호함·불확실함,JLPT_1 JLPT,LTY%:.1iV#
過ち,あやまち,잘못·과오,JLPT_1 JLPT,tiN`@Or{&y
誤る,あやまる,실수하다·틀리다,JLPT_1 JLPT,y69Q^~B7be
歩み,あゆみ,걸음·진보·역사,JLPT_1 JLPT,d|SHU+C9ln
歩む,あゆむ,걷다,JLPT_1 JLPT,wd7~%O7i%s
予め,あらかじめ,미리·사전에,JLPT_1 JLPT,M^Q%nck}}~
荒らす,あらす,황폐하게 하다·어지럽히다,JLPT_1 JLPT,F`n@R=:)nH
争い,あらそい,다툼·싸움·분쟁,JLPT_1 JLPT,iM26j%{^}<
改まる,あらたまる,고쳐지다·새로워지다·격식을 차리다,JLPT_1 JLPT,POJ?~MwZC;
荒っぽい,あらっぽい,난폭한·거친,JLPT_1 JLPT,"b<,B2X1W>,"
アラブ,アラブ,아랍,JLPT_1 JLPT,w?fz6N5_8f
霰,あられ,싸라기눈·우박,JLPT_1 JLPT,l3>xH[yiS~
有り様,ありさま,모습·상태,JLPT_1 JLPT,riAt}Dj+*6
ありのまま,ありのまま,있는 그대로·사실대로,JLPT_1 JLPT,u#p2]kp|]n
ありふれる,ありふれる,흔하다,JLPT_1 JLPT,L>m1Qj9_w`
アルカリ,アルカリ,알칼리,JLPT_1 JLPT,bjn}>(kN_4
アルミ,アルミ,알루미늄,JLPT_1 JLPT,hd2y8v&/eK
アワー,アワー,시간·아워,JLPT_1 JLPT,mk~JH>ZLLt
合わす,あわす,합치다·맞추다,JLPT_1 JLPT,NbeP;-&Q9x
合せ,あわせ,합계·전부 합해서,JLPT_1 JLPT,txB~izZs$4
アンコール,アンコール,앙코르,JLPT_1 JLPT,Nor`ur!?#f
暗殺,あんさつ,암살,JLPT_1 JLPT,k9nuX~0z?!
暗算,あんざん,암산,JLPT_1 JLPT,iVkFrF?o$Q
暗示,あんじ,암시,JLPT_1 JLPT,v]TQH!b:3E
案じる,あんじる,걱정하다·궁리하다,JLPT_1 JLPT,A+tw-W2up/
安静,あんせい,안정·정양,JLPT_1 JLPT,m~/57eSA#(
案の定,あんのじょう,예상대로·아니나 다를까,JLPT_1 JLPT,hA}d;?>d]S
いい加減,いいかげん,적당히·무책임함·엉터리,JLPT_1 JLPT,m&1q/@m2Fo
言い訳,いいわけ,변명·핑계,JLPT_1 JLPT,bHn3PYYDDh
イエス,イエス,예스·네·예수,JLPT_1 JLPT,JNh+4Yr8ef
家出,いえで,가출,JLPT_1 JLPT,Q=S6%hckV-
生かす,いかす,살리다·활용하다,JLPT_1 JLPT,I!~Ls+W17l
いかに,いかに,어떻게·어느 정도로,JLPT_1 JLPT,wc[[YL_8xy
いかにも,いかにも,정말·참으로,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,pGTXJh*xKy
異議,いぎ,이의,JLPT_1 JLPT,Ipl}wWGO>v
生き甲斐,いきがい,삶의 보람,JLPT_1 JLPT,q|opo=i1Z%
行き違い,いきちがい,엇갈림·오해,JLPT_1 JLPT,Kn3O$k3Ndh
意気込む,いきごむ,의기양양하다·열중하다,JLPT_1 JLPT,"uCP,dS?ITJ"
育成,いくせい,육성,JLPT_1 JLPT,xgDyhh?MvF
幾多,いくた,허다함·수많은,JLPT_1 JLPT,sVgAdcK5_K
生ける,いける,(꽃을) 꽂다·살리다,JLPT JLPT_1 MediaMissing,"cEGS[d,K$s"
異見,いけん,이견·다른 의견,JLPT_1 JLPT,C`nnyFMEP*
意向,いこう,의향,JLPT_1 JLPT,c<RmCn8fq1
移行,いこう,이행·바뀜,JLPT_1 JLPT,zCUU7WXKx4
いざ,いざ,자·막상·만일의 경우,JLPT_1 JLPT,i:/h1W-xdl
移住,いじゅう,이주,JLPT_1 JLPT,yfmy@>bgJz
衣装,いしょう,의상,JLPT_1 JLPT,JM:)/^6vfs
いじる,いじる,만지다·만지작거리다,JLPT_1 JLPT,9Nx^_^#j8
異性,いせい,이성 (다른 성별),JLPT_1 JLPT,c(LysD`~z]
遺跡,いせ기,유적,JLPT_1 JLPT,FHxuAULxsj
依存,いぞん,의존,JLPT_1 JLPT,vHQ}.~FHmp
委託,いたく,위탁,JLPT_1 JLPT,"JRy,(Dx:,n"
いたって,いたって,매우·몹시·극히,JLPT_1 JLPT,%<{<.)4xj
出世,しゅっせ,출세,JLPT_1 JLPT,"E,W%,6&bwX"
出題,しゅつだい,출제,JLPT_1 JLPT,s9z]c<[6wR
出動,しゅつどう,출동,JLPT_1 JLPT,DVV5Q3:VIK
出費,しゅっぴ,지출·비용,JLPT_1 JLPT,t(JNS{XhuZ
出品,しゅっぴん,출품,JLPT_1 JLPT,w}1f=TEQZ|
主導,しゅどう,주도,JLPT_1 JLPT,"d-6;%xC,V("
主任,しゅにん,주임,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,P`pi2j!/Zn
首脳,しゅのう,수뇌·지도자,JLPT_1 JLPT,mH>udydI<)
守備,しゅび,수비,JLPT_1 JLPT,QyYK8_+Gx6
手法,しゅほう,수법·기법,JLPT_1 JLPT,fWl){e*%x`
樹木,じゅもく,수목·나무,JLPT_1 JLPT,A6EcuVTEn~
樹立,じゅりつ,수립,JLPT_1 JLPT,<gHQ~x_IM
準急,じゅんきゅう,준급행,JLPT_1 JLPT,s!T{c]d?zv
準じる,じゅんじる,준하다·따르다,JLPT_1 JLPT,j=V@~uS;G4
署,しょ,~서 (경찰서 등 관청),JLPT_1 JLPT,A<!E3T_0vF
症,しょう,~증 (질병),JLPT_1 JLPT,y^!rJ~5v8t
証,しょう,~증 (증명서),JLPT_1 JLPT,w[XPaJS[}z
嬢,じょう,~양 (아가씨),JLPT_1 JLPT,P&R@B~a4:4
上位,じょうい,상위,JLPT_1 JLPT,s<}P@-YNu`
上演,じょうえん,상연,JLPT_1 JLPT,Ih+PnzSX5U
城下,じょうか,성하·성 근처 마을,JLPT_1 JLPT,FP&uiV(R^g
消去,しょうきょ,소거·삭제,JLPT_1 JLPT,KIr]^O720X
上空,じょうくう,상공,JLPT_1 JLPT,AT)AL!}Jds
衝撃,しょうげき,충격,JLPT_1 JLPT,rK5G)+e65!
証言,しょうげん,증언,JLPT_1 JLPT,s_3h<=-PI[
証拠,しょうこ,증거,JLPT_1 JLPT,H}OPDaDiwx
照合,しょうごう,대조·확인,JLPT_1 JLPT,hlgHN62g|{
詳細,しょうさい,상세·자세함,JLPT_1 JLPT,K:oLa1D.!N
上昇,じょうしょう,상승,JLPT_1 JLPT,sWkm1|AEBC
昇進,しょうしん,승진,JLPT_1 JLPT,d~xF3H=[az
称する,しょうする,칭하다·부르다,JLPT_1 JLPT,tSb%>:%%!V
情勢,じょうせい,정세·상황,JLPT_1 JLPT,MJ1D.[x{)c
消息,しょうそく,소식,JLPT_1 JLPT,u6>otPY%%b
承諾,しょうだく,승낙,JLPT_1 JLPT,qBKI4V%6RZ
情緒,じょうちょ,정서·감정,JLPT_1 JLPT,k3To8MWJIl
情緒,じょうしょ,정서·감정,JLPT_1 JLPT,tX-.yH%tsu
象徴,しょうちょう,상징,JLPT_1 JLPT,Nr_Pr2R$>-
小児科,しょうにか,소아과,JLPT_1 JLPT,BV(PyO5`Xp
사용인,しようにん,고용인·하인,JLPT_1 JLPT,LygcFyOci?
情熱,じょうねつ,정열·열정,JLPT_1 JLPT,I{iqV8B>VE
譲歩,じょうほ,양보,JLPT_1 JLPT,qTRRmo8`cg
条約,じょうやく,조약,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T
勝利,しょうり,승리,JLPT_1 JLPT,G@C3MHqMp~
上陸,じょうりく,상륙,JLPT_1 JLPT,P?*6mTt|Ou
蒸溜,じょうりゅう,증류,JLPT_1 JLPT,N0wHhg4iZ}
奨励,しょうれい,장려,JLPT_1 JLPT,m8|HwkmQWl
ショー,ショー,쇼,JLPT_1 JLPT,i~@270zDDg
除外,じょがい,제외,JLPT_1 JLPT,An-_sCcDl?
職員,しょくいん,직원,JLPT_1 JLPT,"c/)%MF,^yx"
植民地,しょくみんち,식민지,JLPT_1 JLPT,pqv+nRs.EA
職務,しょくむ,직무,JLPT_1 JLPT,M%7$<MDK;D
諸君,しょくん,제군 (여러분),JLPT_1 JLPT,w8&8<Oq8q1
助言,じょげん,조언,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv}
徐行,じょこう,서행,JLPT_1 JLPT,1}h4@}[.}
所在,しょざい,소재 (장소),JLPT_1 JLPT,HYCS:(5sD5
所持,しょじ,소지 (가짐),JLPT_1 JLPT,FFV#Fu]e{M
所属,しょぞく,소속,JLPT_1 JLPT,kcA;O>C=q2
処置,しょち,처치·조치,JLPT_1 JLPT,oElimwftu&
しょっちゅう,しょっちゅう,늘·언제나,JLPT_1 JLPT,qt.$TI&_S;
所定,しょてい,소정 (정해진 바),JLPT_1 JLPT,lE2*Emk;Hc
所得,しょとく,소득,JLPT_1 JLPT,x{~.Tp:rb[
処罰,しょばつ,처벌,JLPT_1 JLPT,"gNz:>*,MG$"
初版,しょはん,초판,JLPT_1 JLPT,fiRSr!;Y&A
書評,しょひょう,서평,JLPT_1 JLPT,x:`od~M8;V
処分,しょぶん,처분,JLPT_1 JLPT,ob921zNQ/x
庶民,しょみん,서민,JLPT_1 JLPT,m?>)`ISejw
庶務,しょむ,서무,JLPT_1 JLPT,ibnBaKrH9N
所有,しょゆう,소유,JLPT_1 JLPT,M/&X&72l%L
調べ,しらべ,조사·가락·조절,JLPT_1 JLPT,K1M}#OQ[$e
自立,じりつ,자립,JLPT_1 JLPT,AxK*wI27?U
記す,しるす,적다·기록하다,JLPT_1 JLPT,IY#:UXg$YC
指令,しれい,지령,JLPT_1 JLPT,f3?Z1%=TF7
心,しん,~심·~마음,JLPT_1 JLPT,jQ&{mv~mg}
陣,じん,진·진영,JLPT_1 JLPT,P;NE${7wn9
進化,しんか,진화,JLPT_1 JLPT,N0sG+rp=}d
人格,じんかく,인격,JLPT_1 JLPT,bv:L&X%{w_
審議,しんぎ,심의,JLPT_1 JLPT,ljmGvuxGK[
新婚,しんこん,신혼,JLPT_1 JLPT,kXZM5E]M1a
審査,しんさ,심사,JLPT_1 JLPT,Aov$8-^cUL
人材,じんざい,인재,JLPT_1 JLPT,C?4X*:ZTpD
紳士,しんし,신사,JLPT_1 JLPT,x9OmT9u38P
真実,しんじつ,진실,JLPT_1 JLPT,oVA.}`H~AT
信者,しんじゃ,신자,JLPT_1 JLPT,xS[kK:ZdWC
真珠,しんじゅ,진주,JLPT_1 JLPT,AK4RS}QdNe
進出,しんしゅつ,진출,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP
心情,しんじょう,심정,JLPT_1 JLPT,PHxCA~>U^}
新人,しんじん,신인,JLPT_1 JLPT,n<1jM&wYZ&
神聖,しんせい,신성,JLPT_1 JLPT,N+v0O:SZ6<
親善,しんぜん,친선,JLPT_1 JLPT,e$!ZsAnYeT
真相,しんそう,진상,JLPT_1 JLPT,"IQ@9>LJ,&M"
迅速,じんそく,신속,JLPT_1 JLPT,g^-!|Cie-4
人体,じんたい,인체,JLPT_1 JLPT,wqIT;%IHe9
新築,しんちく,신축,JLPT_1 JLPT,Ozg8V>5l.l
心中,しんじゅう,정사 (함께 자살함),JLPT_1 JLPT,H1pTQNX=9t
進呈,しんてい,증정,JLPT_1 JLPT,CZ`K3:aqAR
進展,しんてん,진전,JLPT_1 JLPT,b(>k}9=qxl
神殿,しんでん,신전,JLPT_1 JLPT,y(skY$ucA+
進度,しんど,진도,JLPT_1 JLPT,yu/)M8)V(L
振動,しんどう,진동,JLPT_1 JLPT,sad?lNEJ3g
新入生,しんにゅうせい,신입생,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj
信任,しんにん,신임,JLPT_1 JLPT,"hWLnw4y,]t"
神秘,しんぴ,신비,JLPT_1 JLPT,"N,Y7P[tIGQ"
辛抱,しんぼう,참음·인내,JLPT_1 JLPT,uU~=4Y)qMA
人民,じんみん,인민,JLPT_1 JLPT,nAw=2?(bZX
侵略,しんりゃく,침략,JLPT_1 JLPT,hsxv1184OS
診療,しんりょう,진료,JLPT_1 JLPT,x1%iVb>rlb
粋,すい,수·세련됨,JLPT_1 JLPT,zsq|f`1Yv
水源,すいげん,수원·강의 근원,JLPT_1 JLPT,n/^g6e7/@{
推進,すいしん,추진,JLPT_1 JLPT,"J08-VaUM,s"
吹奏,すいそう,취주 (관악기 연주),JLPT_1 JLPT,m]6xm=<uJ6
推測,すいそく,추측,JLPT_1 JLPT,zvP)r1F]3S
水田,すいでん,수전·논,JLPT_1 JLPT,v5ySQN]{G>
推理,すい리,추리,JLPT_1 JLPT,jer`Bu/O84
数詞,すうし,수사 (숫자),JLPT_1 JLPT,p</Ez{aJ5+
崇拝,すうはい,숭배,JLPT_1 JLPT,Hw_TI!gx2(
据え付ける,すえつける,설치하다·비치하다,JLPT_1 JLPT,BP/>6=lZh5
据える,すえる,놓다·설치하다,JLPT_1 JLPT,t!g&pW29AZ
すがすがしい,すがすがしい,상쾌하다·시원하다,JLPT_1 JLPT,rK/?@VVUlf
救い,すくい,구원·도움,JLPT_1 JLPT,qsOm7CX`b8
すくう,すくう,(물을) 뜨다·퍼내다,JLPT_1 JLPT,iDqa!wq<Tq
健やか,すこやか,건강한·정정한,JLPT_1 JLPT,"hH9J*t,rc_"
濯ぐ,すすぐ,헹구다·씻어내다,JLPT_1 JLPT,E0ffUY?7qt
進み,すすみ,진행·진보,JLPT_1 JLPT,p1:(iOmlNJ
裾,すそ,자락·옷자락,JLPT_1 JLPT,xF_(AQj}lF
スタジオ,スタジオ,스튜디오,JLPT_1 JLPT,ic%[^BEKt/
スチーム,スチーム,스팀·증기,JLPT_1 JLPT,nXB;]AdyMC
ストライキ,スト라이키,파업 (스트라이크),JLPT_1 JLPT,nf-SMH*rKm
スト,スト,파업 (스트라이키의 약어),JLPT_1 JLPT,oc==H8k2kf
ストロー,ストロー,빨대·스트로,JLPT_1 JLPT,A.~AmwkH4Z
ストロボ,ストロボ,스트로보·플래시,JLPT_1 JLPT,rNiv+g8N.Q
すばしこい,すばしこい,민첩한·재빠른,JLPT_1 JLPT,p[HsSa}_~h
素早い,すばやい,재빠른·민첩한,JLPT_1 JLPT,qLzUXrbxxM
ずばり,ずばり,딱 잘라·적중함,JLPT_1 JLPT,zNubn^c5m8
スプリング,スプリング,스프링·봄,JLPT_1 JLPT,M&<1|Qyfm^
スペース,スペース,스페이스·공간,JLPT_1 JLPT,"mfYc5:,T$)"
ずぶぬれ,ずぶぬれ,흠뻑 젖음,JLPT_1 JLPT,O=YLrvca-#
スポーツカー,スポーツカー,스포츠카,JLPT_1 JLPT,ILQ_{U)ioI
澄ます,すます,맑게 하다·귀를 기울이다,JLPT_1 JLPT,o+[:%ypXAI
清ます,すます,맑게 하다·귀를 기울이다,JLPT_1 JLPT,gWgE<)O|pN
済ます,すます,마치다·끝내다·해결하다,JLPT_1 JLPT,BI9b~SlUc1
すみやか,すみやか,신속함·조속함,JLPT_1 JLPT,MC/)GM9mOK
スラックス,スラックス,슬랙스,JLPT_1 JLPT,tpKEoAzoEC
ずらっと,ずらっと,쭉 늘어서서,JLPT_1 JLPT,GHI-Z0iw2Q
ずるずる,ずるずる,질질·주르르,JLPT_1 JLPT,xPdB)weA$j
ずれ,ずれ,차이·어긋남,JLPT_1 JLPT,ml<Cz:NIm9
すれちがい,すれちがい,엇갈림,JLPT_1 JLPT,h}n%.0]G*]
擦れる,すれる,스치다·마찰되다,JLPT_1 JLPT,y1pczASP(>
すんなり,すんなり,매끄럽게·술술,JLPT_1 JLPT,c{rT9&J2OZ
生育,せいいく,생육·성장,JLPT_1 JLPT,A*eQ]~1bJ/
成育,せいいく,성육·성장,JLPT_1 JLPT,A=.t}i>GW3
成果,せいか,성과,JLPT_1 JLPT,BVYQfcf%9
正解,せいかい,정답,JLPT_1 JLPT,Lt;.HzCJ&F
正義,せいぎ,정의,JLPT_1 JLPT,C*lSCCu$Is
生計,せいけい,생계,JLPT_1 JLPT,sFe^vK-tW[
政権,せいけん,정권,JLPT_1 JLPT,ySl]BBHxv|
星座,せいざ,별자리,JLPT_1 JLPT,v8-]C(eL~-
制裁,せいさい,제재,JLPT_1 JLPT,"&>5Y-0M,/"
政策,せいさく,정책,JLPT_1 JLPT,"hAD&H|lfX,"
生死,せいし,생사·삶과 죽음,JLPT_1 JLPT,[jWyFv3NW
静止,せいし,정지,JLPT_1 JLPT,o*g2}G_T7@
誠実,せいじつ,성실,JLPT_1 JLPT,bL3/~B_@Jx
成熟,せいじゅく,성숙,JLPT_1 JLPT,mi&AvT*VW%
青春,せいしゅん,청춘,JLPT_1 JLPT,r1RCkb<y|$
清純,せいじゅん,청순,JLPT_1 JLPT,ONr5>]A5d|
聖書,せいしょ,성서·성경,JLPT_1 JLPT,Q@S9S%oEQ1
正常,せいじょう,정상,JLPT_1 JLPT,wA-k/9L$M{
制する,せいする,제압하다·억제하다,JLPT_1 JLPT,rf}l5O&Iya
整然,せいぜん,정연함·질서정연,JLPT_1 JLPT,PN>H*K1;6z
