expression,reading,meaning,tags,guid
兼業,けんぎょう,겸업,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,x9DFE@YYzp
原形,げんけい,원형,JLPT_1 JLPT,"y2|y)U#`,-"
原型,げんけい,원형·모델,JLPT_1 JLPT,"d5x_w+I&U,"
権限,けんげん,권한,JLPT_1 JLPT,wsBe&qWS]u
現行,げんこう,현행,JLPT_1 JLPT,cB#>jxDt}]
健在,けんざい,건재한,JLPT_1 JLPT,K?xI8~wHA>
原作,げんさく,원작,JLPT_1 JLPT,"K<e+,WSWtr"
検事,けんじ,검사,JLPT_1 JLPT,H[xn?@;-+x
原子,げんし,원자,JLPT_1 JLPT,"b[T}G,9]G?"
元首,げんしゅ,원수·군주,JLPT_1 JLPT,cJ-$.|^5r+
原書,げんしょ,원서,JLPT_1 JLPT,wBia;+PSDE
懸賞,けんしょう,현상·현상금,JLPT_1 JLPT,B7|NMN9B[B
健全,けんぜん,건전한,JLPT_1 JLPT,u-bm~%/EH(
元素,げんそ,원소,JLPT_1 JLPT,B2tvGhK[&9
同調,どうちょう,동조·찬성,JLPT_1 JLPT,n#0+>4}sN5
到底,とうてい,도저히·도대체,JLPT_1 JLPT,C.#O<.PWZ+
動的,どうてき,동적인,JLPT_1 JLPT,k^9j&Q>>|N
尊い,とうとい,귀중한·존귀한,JLPT_1 JLPT,o/:X}@s/ud
貴い,とうとい,귀중한·존귀한,JLPT_1 JLPT,uE?!53}hB@
同等,どうとう,동등,JLPT_1 JLPT,sS(wNIrQN<
堂々,どうどう,당당한,JLPT_1 JLPT,O@p/U*&n{h
尊ぶ,とうとぶ,존중하다·공경하다,JLPT_1 JLPT,NH2!B2Yh2E
どうにか,どうにか,어떻게든,JLPT_1 JLPT,l_xfmqX[ub
投入,とうにゅう,투입,JLPT_1 JLPT,mwsjMMb<d>
導入,どうにゅう,도입,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,m1+j$HqcF;
当人,とうにん,당사자·본인,JLPT_1 JLPT,l]4=/bCF3a
同封,どうふう,동봉,JLPT_1 JLPT,hnY+6g21h_
逃亡,とうぼう,도망,JLPT_1 JLPT,qqqC#4{p[V
冬眠,とうみん,동면,JLPT_1 JLPT,"B+T>Lb-B&,"
同盟,どうめい,동맹,JLPT_1 JLPT,oBig^AFvC5
どうやら,どうやら,아무래도·간신히,JLPT_1 JLPT,LZH$.!k~sm
動力,どうりょく,동력,JLPT_1 JLPT,gcbdGzw%jw
登録,とうろく,등록,JLPT_1 JLPT,w(]v<(of^0
討論,とうろん,토론,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE
遠ざかる,とおざかる,멀어지다,JLPT_1 JLPT,nANBsXm^[4
遠回り,とおまわり,멀리 돌아감·우회,JLPT_1 JLPT,u;(Y+10j3P
トーン,トーン,톤·어조,JLPT_1 JLPT,O1)Y~lZnk@
とかく,とかく,어쨌든·여하튼,JLPT_1 JLPT,Jhr>yBj`X[
とがめる,とがめる,책망하다·비난하다,JLPT_1 JLPT,tCyhd<KEBb
時折,ときおり,때때로·가끔,JLPT_1 JLPT,cBC8l)@|Bd
とぎれる,とぎれる,끊기다,JLPT_1 JLPT,M`gmYE]A0;
研ぐ,とぐ,갈다·닦다,JLPT_1 JLPT,lUJgFysD==
特技,とくぎ,특기,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4"
独裁,どくさい,독재,JLPT_1 JLPT,"c+G[A,i*M0"
特産,とくさん,특산물,JLPT_1 JLPT,Cyr8}5s:<j
独自,どくじ,독자적인,JLPT_1 JLPT,iCBdeKS#GI
特集,とくしゅう,특집,JLPT_1 JLPT,wi!>SN]gEF
独占,どくせん,독점,JLPT_1 JLPT,j~8Pw]-mt@
独創,どくそう,독창,JLPT_1 JLPT,gXnxl+EiHr
得点,とくてん,득점,JLPT_1 JLPT,"u`t,J1?=>5"
特派,とくは,특파,JLPT_1 JLPT,HzEPo`9b]p
特有,とくゆう,특유,JLPT_1 JLPT,s!rvO*5;{%
とげ,とげ,가시,JLPT_1 JLPT,hJ#iZ92?#q
遂げる,とげる,이루다·성취하다,JLPT_1 JLPT,xrXbhn4rr4
～どころか,～どころか,~은커녕,JLPT_1 JLPT,EHH{[82H7I
年頃,としごろ,나이 때·적령기,JLPT_1 JLPT,etGaTJBp9c
戸締り,とじまり,문단속,JLPT_1 JLPT,br8:Ms=|$#
途上,とじょう,도중,JLPT_1 JLPT,u0JdXEY0c~
土台,どだい,토대,JLPT_1 JLPT,cvkea1V_|{
途絶える,とだえる,끊기다·두절되다,JLPT_1 JLPT,G6Wu+!]SF@
特許,とっきょ,특허,JLPT_1 JLPT,y;*Z>uq]4W
特権,とっけん,특권,JLPT_1 JLPT,k%B0csu$EA
とっさに,とっさに,순간적으로·즉시,JLPT_1 JLPT,q}5LIfDsGB
突如,とつじょ,돌연·갑자기,JLPT_1 JLPT,vs{$6V?ZhH
とって,とって,손잡이,JLPT_1 JLPT,G05L%<Kvt?
突破,とっぱ,돌파,JLPT_1 JLPT,BUU#!_nB`?
土手,どて,제방·둑,JLPT_1 JLPT,P7Y3[uoFO/
届,とどけ,신고·신고서,JLPT_1 JLPT,k&rtuoJHn+
滞る,とどこおる,정체되다·지체되다,JLPT_1 JLPT,K*Hz>u1V/7
整える,ととのえる,조절하다·정돈하다·마련하다,JLPT_1 JLPT,yz)tg)bvJH
止める,とどめる,그치다·멈추다·머무르게 하다,JLPT_1 JLPT,IgE:xC]C-g
唱える,となえる,주창하다·읊다,JLPT_1 JLPT,Gg`8L(I3?q
殿様,とのさま,영주·어르신,JLPT_1 JLPT,xjLi|(N)Y!
土俵,どひょう,씨름판 (도표),JLPT_1 JLPT,kt7if2NoDZ
扉,とびら,문·속표지,JLPT_1 JLPT,I24=_qRNG{
溝,どぶ,도랑·시궁창,JLPT_1 JLPT,Hzol[}&YZl
徒歩,とほ,도보,JLPT_1 JLPT,Fjm7hAD%fu
土木,どぼく,토목,JLPT_1 JLPT,jgd#[Gmw^^
とぼける,とぼける,시치미 떼다·얼빠진 짓을 하다,JLPT_1 JLPT,HA39$4<O7S
乏しい,とぼしい,부족한·가난한,JLPT_1 JLPT,"wt#tsoF,$N"
富,とみ,부·재산,JLPT_1 JLPT,kl&?2R4Ul?
富む,とむ,풍부하다·부유하다,JLPT_1 JLPT,Q?~wK|+t|p
共稼ぎ,ともかせぎ,맞벌이,JLPT_1 JLPT,"K<|&apg,,5"
伴う,ともなう,동반하다·수반하다,JLPT_1 JLPT,ntk-`u.Caj
共働き,ともばたら기,맞벌이,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k
ドライ,ドライ,드라이·건조한,JLPT_1 JLPT,uyF82nwuCT
ドライクリー닝,ドライクリーニング,드라이클리닝,JLPT_1 JLPT,hI<4F;7$M(
ドライバー,ドライバー,드라이버,JLPT_1 JLPT,JR*AC1{b!P
ドライブイン,ドライブイン,드라이브인,JLPT_1 JLPT,lGQ5H]umJ
トラブル,トラブル,트러블·분쟁,JLPT_1 JLPT,fF~?5;]hHp
トランジスター,トランジスター,트랜지스터,JLPT_1 JLPT,G8*[Jm%i5[
とりあえず,とりあえず,우선·당분간,JLPT_1 JLPT,"A3E,EB~Q2G"
取扱,とりあつかい,취급,JLPT_1 JLPT,rBTr^DU*Cx
取り扱う,とりあつかう,취급하다·다루다,JLPT_1 JLPT,f<xt2FJB#W
鳥居,とりい,토리이,JLPT_1 JLPT,bwgFGu0jgU
取り替え,とりかえ,교체,JLPT_1 JLPT,"LmK#s,9;im"
取り組む,とりくむ,맞붙다·몰두하다,JLPT_1 JLPT,FUhxb`Icnx
取締り,とりしまり,단속,JLPT_1 JLPT,Nn_#J1j`cb
取り締まる,とりしまる,단속하다·관리하다,JLPT_1 JLPT,u>YtS}dO87
取り調べる,とりしらべる,조사하다·심문하다,JLPT_1 JLPT,"lTv.J/i,RR"
取り立てる,とりたてる,징수하다·발탁하다,JLPT_1 JLPT,u]pjW8@;4G
取り次ぐ,とりつぐ,중개하다·전하다·접수하다,JLPT_1 JLPT,h81vV]thLx
取り付ける,とりつける,설치하다·확정하다,JLPT_1 JLPT,OLVn)Sl<l<
取り除く,とりのぞく,제거하다·없애다,JLPT_1 JLPT,hNl.|rVPKI
取引,とりひき,거래,JLPT_1 JLPT,QK;D?PC(Iv
取り巻く,とりまく,둘러싸다,JLPT_1 JLPT,E%Fl$NJpIJ
取り混ぜる,とりまぜる,뒤섞다,JLPT_1 JLPT,Bo(wYaa}Ah
取り戻す,とりもどす,되찾다,JLPT_1 JLPT,pPlunQ{V=M
取り寄せる,とりよせる,주문하여 가져오다,JLPT_1 JLPT,M^8;v4K?HH
ドリル,ドリル,드릴·훈련,JLPT_1 JLPT,tLuvrWP-bR
副,とりわけ,유독·특히,JLPT_1 JLPT,I|~T6euZ&R
とろける,とろける,녹다·황홀해지다,JLPT_1 JLPT,zCt%1bEngS
鈍感,どんかん,둔감,JLPT_1 JLPT,AGgv#X94Iv
とんだ,とんだ,엉뚱한·지독한,JLPT_1 JLPT,H?67/UOJ%d
度忘れ,どわすれ,깜빡 잊음,JLPT_1 JLPT,O3@@XzGoQO
問屋,とんや,도매점,JLPT_1 JLPT,L]HWWc9|Rk
内閣,ないかく,내각,JLPT_1 JLPT,y)df|:D=Sq
乃至,ないし,내지·또는,JLPT_1 JLPT,iAOF?Qa_8q
内緒,ないしょ,비밀·내밀함,JLPT_1 JLPT,u~2eY8N1H4
内心,ないしん,내심,JLPT_1 JLPT,qVMnXwPQkx
内蔵,ないぞう,내장,JLPT_1 JLPT,L]Dm~E_?j[
ナイター,ナイター,야간 경기·나이터,JLPT_1 JLPT,w71YMp^g^|
内部,ないぶ,내부,JLPT_1 JLPT,Qc_^Hv.8K<
内乱,ないらん,내란,JLPT_1 JLPT,"nyNNE_],O!"
内陸,ない리く,내륙,JLPT_1 JLPT,G}P5V$Jk?4
苗,なえ,모종·벼의 모,JLPT_1 JLPT,D`y6b-_J-}
なおさら,なおさら,더욱더·한층 더,JLPT_1 JLPT,D3]|seyAVE
流し,ながし,싱크대·개수대,JLPT_1 JLPT,sUm$!Jp0[}
長々,ながなが,길게·오랫동안,JLPT_1 JLPT,OTwM?YMLfQ
中程,なかほど,중간쯤,JLPT_1 JLPT,A)F$iP@]z@
渚,なぎさ,바닷가·물가,JLPT_1 JLPT,zd22=yfA9n
嘆く,나げく,한탄하다·슬퍼하다,JLPT_1 JLPT,ilzJ;<!YjV
投げ出す,なげだす,내던지다·포기하다,JLPT_1 JLPT,vl-:<#dR[!
仲人,なこうど,중매인,JLPT_1 JLPT,kknZLw#*&s
和やか,なごやか,온화한·화기애애한,JLPT_1 JLPT,EbN._V9![%
名残,なごり,흔적·자취,JLPT_1 JLPT,oz>_]^qFZM
情け,なさけ,인정·자비,JLPT_1 JLPT,D|r~;|9R]k
情無い,なさけない,한심한·비참한,JLPT_1 JLPT,N<_jdqMHiS
情深い,なさけぶかい,인정 많은,JLPT_1 JLPT,P:u6w48-M4
詰る,なじる,힐책하다·따지다,JLPT_1 JLPT,m2ug%F|{:P
名高い,なだかい,유명한·이름 높은,JLPT_1 JLPT,CAOqe%9eXa
雪崩,なだれ,눈사태,JLPT_1 JLPT,i|el8n-PMm
懐く,なつく,따르다·길들다,JLPT_1 JLPT,g];Z(M#sXQ
名付ける,なづける,이름 짓다,JLPT_1 JLPT,NJQx_8`$@d
何気ない,なにげない,아무렇지도 않은·무심한,JLPT_1 JLPT,GCR5kv%JGq
なにとぞ,나にとぞ,부디·제발,JLPT_1 JLPT,lQ*Q=lmCB7
なにより,なにより,무엇보다도,JLPT_1 JLPT,Ifj=x)`!7.
ナプキン,ナプキン,냅킨,JLPT_1 JLPT,dY;w6ETO=:
名札,なふだ,명찰,JLPT_1 JLPT,"H,LzU#iC|r"
生臭い,なまぐさい,비린내 나는,JLPT_1 JLPT,vDPDWlb?&h
生温い,なまぬるい,미지근한,JLPT_1 JLPT,G~a-u$_3U#
生身,なまみ,살아 있는 몸·생신,JLPT_1 JLPT,mdk5@{-d$q
鉛,なまり,납,JLPT_1 JLPT,clLq6d~d8L
滑らか,なめらか,매끄러움·유창함,JLPT_1 JLPT,F~B/LW)1su
嘗める,なめる,핥다·얕보다·겪다,JLPT_1 JLPT,"h&h,RaX>m("
悩ましい,なやましい,매혹적인·괴로운·고민스러운,JLPT_1 JLPT,vf@^4N2dLC
悩ます,なやます,괴롭히다,JLPT_1 JLPT,jR2E;(CfhM
悩み,なやみ,고민·괴로움,JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-"
並びに,ならびに,및·아울러,JLPT_1 JLPT,Ny*4D`O(3Y
成り立つ,なりたつ,이루어지다·성립하다,JLPT_1 JLPT,m1{^Hc5[&f
なるたけ,なるたけ,될 수 있는 대로,JLPT_1 JLPT,y(q.AD0L#F
慣れ,なれ,익숙해짐·습관,JLPT_1 JLPT,j7[97Xg7/>
馴々しい,なれなれしい,서글서글한·너무 친한 척하는,JLPT_1 JLPT,shT?wsHw[_
～なんか,～なんか,~따위·~같은 건,JLPT_1 JLPT,d.Q@D)R`y/
ナンセンス,ナンセンス,넌센스·무의미함,JLPT_1 JLPT,moW2Xjtt^+
何だか,なんだか,왠지·어쩐지,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V
なんだかんだ,なんだかんだ,이러쿵저러쿵·이것저것,JLPT_1 JLPT,Hjnd-`9LXB
なんなり,なんなり,무엇이든,JLPT_1 JLPT,w_?<3$dc`X
荷,に,짐,JLPT_1 JLPT,yqk%}[]JXT
似通う,にかよう,서로 닮다,JLPT_1 JLPT,Dm9*/_j8S;
にきび,にきび,여드름,JLPT_1 JLPT,e&g:V:ku_]
賑わう,にぎわう,북적이다·활기를 띠다,JLPT_1 JLPT,g#ovh${-3n
憎しみ,にくしみ,증오·미움,JLPT_1 JLPT,QPkVwq]vjj
肉親,にくしん,육친·혈육,JLPT_1 JLPT,uWXLxRMJ+O
肉体,にくたい,육체,JLPT_1 JLPT,gnN00<v<{9
逃げ出す,にげだす,도망치다,JLPT_1 JLPT,fl)eIr9*lI
西日,にしび,석양·서쪽으로 지는 해,JLPT_1 JLPT,K3I7nq2l;L
滲む,にじむ,번지다·스며 나오다,JLPT_1 JLPT,o9up<Sz=ve
にせ物,にせもの,가짜·모조품,JLPT_1 JLPT,A=&EK6O#1I
日夜,にちや,밤낮·언제나,JLPT_1 JLPT,i%dEbeqYtB
荷造り,にづくり,짐 꾸리기·포장,JLPT_1 JLPT,qOwG&WZKL2
担う,になう,짊어지다·떠맡다,JLPT_1 JLPT,F#SgKxy?S*
鈍る,にぶる,둔해지다·무뎌지다,JLPT_1 JLPT,L.(Z=bmrwj
にも関わらず,にもかかわらず,~임에도 불구하고,JLPT_1 JLPT,KlWPE-D`h0
ニュアンス,ニュアンス,뉘앙스,JLPT_1 JLPT,LUTAFMalyV
ニュー,ニュー,뉴·새로운,JLPT_1 JLPT,"Gfvoid,rAZ"
入手,にゅうしゅ,입수,JLPT_1 JLPT,KYs]w;nq{f
入賞,にゅうしょう,입상,JLPT_1 JLPT,"QQ,s.4v3{f"
入浴,にゅうよく,입욕·목욕,JLPT_1 JLPT,K$j=e4Tdlp
尿,にょう,소변·뇨,JLPT_1 JLPT,jT5|c!zG9i
認識,にんしき,인식,JLPT_1 JLPT,"sX|,Qiq}<w"
妊娠,にんしん,임신,JLPT_1 JLPT,j|`SG%:20Y
任務,에んむ,임무,JLPT_1 JLPT,h6lc;]{2nu
任命,にんめい,임명,JLPT_1 JLPT,En]Zo|mh[y
抜かす,ぬかす,빼먹다·생략하다,JLPT_1 JLPT,B_-9.@R#h`
抜け出す,ぬけだす,빠져나가다·살짝 도망치다,JLPT_1 JLPT,pLSh/TV^OR
主,ぬし,주인·임자,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6
沼,ぬま,늪,JLPT_1 JLPT,q-TqHFf#eJ
音色,ねいろ,음색,JLPT_1 JLPT,C=~bfd:qmo
値打ち,ねうち,가치·값어치,JLPT_1 JLPT,s_}27&HmzM
ネガ,ネガ,네거티브·네가,JLPT_1 JLPT,tRtoeF@*NA
寝かせる,ねかせる,재우다·눕히다·발효시키다,JLPT_1 JLPT,i8aC;^zTA&
ねじまわし,ねじまわし,나사돌개·드라이버,JLPT_1 JLPT,lC3$+z.Dp9
捩れる,ねじれる,비틀리다·뒤틀리다,JLPT_1 JLPT,Shp4gNU#M
妬む,ねたむ,시기하다·질투하다,JLPT_1 JLPT,LkwOsP2luZ
ねだる,ねだる,조르다,JLPT_1 JLPT,bqJI({hGlV
熱意,ねつい,열의,JLPT_1 JLPT,rd11dz%oP<
熱湯,ねっとう,열탕·끓는 물,JLPT_1 JLPT,yBQ@*k[rMd
熱量,ねつりょう,열량,JLPT_1 JLPT,yVC<gDS.Nb
粘り,ねばり,끈기,JLPT_1 JLPT,BvIS%RjDgh
粘る,ねばる,끈적거리다·버티다,JLPT_1 JLPT,q5idXyJ?~3
値引き,ねびき,할인·가격 인하,JLPT_1 JLPT,ppHz}aRok7
根回し,ねまわし,사전 교섭·밑작업,JLPT_1 JLPT,k|jB&4ScOn
眠たい,ねむたい,졸린,JLPT_1 JLPT,A:U[i:g3Mu
練る,ねる,반죽하다·다듬다·짜다,JLPT_1 JLPT,OcA{._U(He
念,ねん,생각·일념·주의,JLPT_1 JLPT,uVWX2{yDLk
年賀,ねんが,신년 하례·연하장,JLPT_1 JLPT,P$?kkzx-4;
念願,ねんがん,염원,JLPT_1 JLPT,N2]ye^.%%-
年号,ねんごう,연호,JLPT_1 JLPT,bLo0`T)GZr
燃焼,ねんしょう,연소,JLPT_1 JLPT,zKpI9!^gxJ
年長,ねんちょう,연장·고령,JLPT_1 JLPT,L5;%C?!rKM
燃料,ねんりょう,연료,JLPT_1 JLPT,rltcX_fvi[
年輪,ねんりん,나이테,JLPT_1 JLPT,b+fwXle>0o
노이로제,ノイローゼ,노이로제,JLPT_1 JLPT,"J+@dVGG,?/"
農耕,のうこう,농경,JLPT_1 JLPT,s|V;EQ<DFG
農場,のうじょう,농장,JLPT_1 JLPT,f{r<5W&Bpu
農地,のうち,농지,JLPT_1 JLPT,gFlV*(m#WE
納入,のうにゅう,납입,JLPT_1 JLPT,K9YdM1s/F>
逃す,のがす,놓치다,JLPT_1 JLPT,cfjj1lW1R
逃れる,のがれる,벗어나다·면하다,JLPT_1 JLPT,ur0/yS?G.F
軒並,のきなみ,집집마다·일제히,JLPT_1 JLPT,gYh0C^=J<1
望ましい,のぞましい,바람직한,JLPT_1 JLPT,O~bUfdZRZc
乗っ取る,のっとる,빼앗다·가로채다·점거하다,JLPT_1 JLPT,D>275*`Xs9
のどか,のどか,화창한·평온한,JLPT_1 JLPT,IT.<Z@]SZ.
罵る,ののしる,욕설을 퍼붓다·매도하다,JLPT_1 JLPT,o]7]HcCGpH
延べ,のべ,합계·연인원,JLPT_1 JLPT,Eb3R}G~vq&
飲み込む,のみこむ,삼키다·납득하다,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,fwLCsj3c:^
乗り込む,のりこむ,타다·올라타다·몰려 들어가다,JLPT_1 JLPT,"P^t~AIQ,:b"
刃,は,칼날·날,JLPT_1 JLPT,s8NuMFbIpb
～派,～は,파·정파,JLPT_1 JLPT,qMeKLND8O$
バー,バー,바·술집,JLPT_1 JLPT,xD;./&*C~}
把握,はあく,파악,JLPT_1 JLPT,DFve{Ag1B(
パート,パート,파트타임·아르바이트,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,OK)Lf1Yk5g
廃棄,はいき,폐기,JLPT_1 JLPT,"t,]x!4!SsB"
配給,はいきゅう,배급,JLPT_1 JLPT,BIJAh&96+q
ばい菌,ばいきん,세균,JLPT_1 JLPT,F@%B4+?fE|
配偶者,はいぐうしゃ,배우자,JLPT_1 JLPT,j5as3|4RM2
拝啓,はいけい,배계 (삼가 아룁니다),Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,+.sAx2wLV
背景,はいけい,배경,JLPT_1 JLPT,B;EWwcKw8a
背後,はいご,배후·뒤편,JLPT_1 JLPT,"l$UvE^.,2i"
廃止,はいし,폐지,JLPT_1 JLPT,"D{,71BeMS8"
拝借,はいしゃく,빌림 (겸양어),JLPT_1 JLPT,"w!,O.|Pr}V"
排除,はいじょ,배제,JLPT_1 JLPT,"e(cIaHsE,F"
賠償,ばいしょう,배상,JLPT_1 JLPT,i0;;9:0(Yb
排水,はいすい,배수,JLPT_1 JLPT,CI{]`I5(&E
敗戦,はいせん,패전,JLPT_1 JLPT,JSMF6y%Lj~
配置,はいち,배치,JLPT_1 JLPT,wZ<r/Id^hw
配布,はいふ,배포,JLPT_1 JLPT,j3UYv2B1e{
配分,はいぶん,배분,JLPT_1 JLPT,sPEejO/d9<
敗北,はいぼく,패배,JLPT_1 JLPT,=90:_^P$k
倍率,바いりつ,배율,JLPT_1 JLPT,h`ahPtUY;b
配慮,はいりょ,배려,JLPT_1 JLPT,poW=.ChJSm
配列,はいれつ,배열,JLPT_1 JLPT,cC<!?;J:<g
破壊,はかい,파괴,JLPT_1 JLPT,v!Zp^6YAqE
いたわる,いたわる,돌보다·위로하다,JLPT_1 JLPT,wcGai|q>xT
一概に,いちがいに,일괄적으로·단정적으로,JLPT_1 JLPT,hLV>poM3Dq
著しい,いちじるしい,현저한·두드러진,JLPT_1 JLPT,"kPPz=m,gRR"
一同,いちどう,일동,JLPT_1 JLPT,O|v*CB_J$V
一部分,いちぶぶん,일부분,JLPT_1 JLPT,kC:AyoQ(VZ
一別,いちべつ,작별·일별,JLPT_1 JLPT,P}9Ns5lV8E
一面,いちめん,일면·한쪽 면,JLPT_1 JLPT,Nx0OsZUH*E
一目,いちもく,일목·한눈,JLPT_1 JLPT,saAg*cc00y
一様,いちよう,일양·한결같음,JLPT_1 JLPT,4Npj$}s^v
一律,いちりつ,일률·일제히,JLPT_1 JLPT,s7Bp#3`c^s
一連,いちれん,일련,JLPT_1 JLPT,"K`?fU[;],#"
一括,いっかつ,일괄,JLPT_1 JLPT,hhovzuJKNB
一気,いっき,단숨에·한꺼번에,JLPT_1 JLPT,CgBD$%2<51
一挙に,いっきょに,일거에·단번에,JLPT_1 JLPT,F:IKX%#S}~
一見,いっけん,한번 봄·첫 대면,JLPT_1 JLPT,NZ6>sHobC*
一切,いっさい,일체·전부,JLPT_1 JLPT,v}WLTgJ@1I
一心,いっしん,일심·전심전력,JLPT_1 JLPT,cClq^_-/LZ
いっそ,いっそ,차라리·도리어,JLPT_1 JLPT,Ii]&B%6J^H
一変,いっぺん,일변·돌변,JLPT_1 JLPT,ek#.`h}8]>
意図,いと,의도,JLPT_1 JLPT,"Nv%*-6B!(,"
営む,いとなむ,(사업을) 영위하다·경영하다,JLPT_1 JLPT,DwKEu03*|H
挑む,いどむ,도전하다,JLPT_1 JLPT,c_-t#iEGZZ
稲光,いなびかり,번개·번갯불,JLPT_1 JLPT,c#^JVd1}UB
祈り,いのり,기도,JLPT_1 JLPT,Ma]tANx6d6
いびき,いびき,코골이,JLPT_1 JLPT,C/{&bugX+}
今更,いまさら,이제 와서·새삼스럽게,JLPT_1 JLPT,hj*29Ug#1R
未だ,いまだ,아직,JLPT_1 JLPT,p:dli@Jl!z
移民,いみん,이민,JLPT_1 JLPT,CLJ[Ns`Z6Z
嫌々,いやいや,마지못해·싫어싫어,JLPT_1 JLPT,QjHKtey?XJ
卑しい,いやしい,천한·야비한,JLPT_1 JLPT,vBh9gD/$!+
いやに,いやに,묘하게·지독하게,JLPT_1 JLPT,qpdLL_V*P#
いやらしい,いやらしい,불쾌한·추잡한,JLPT_1 JLPT,D<T6@Y-YD4
意欲,いよく,의욕,JLPT_1 JLPT,Fq(`u%{Obm
威力,い리ょく,위력,JLPT_1 JLPT,r5er8dT<)9
衣類,いるい,의류,JLPT_1 JLPT,QbNSCWqQ4!
異論,いろん,이론·이견,JLPT_1 JLPT,A?E^7mu[K@
印鑑,いんかん,인감·도장,JLPT_1 JLPT,cTR~#z|<0M
陰気,いんき,음침함·우울함,JLPT_1 JLPT,A-+&-Fy%1r
隠居,いんきょ,은거,JLPT_1 JLPT,b^vje[Ox#X
인터체인지,インターチェンジ,인터체인지·나들목,JLPT_1 JLPT,"rBKXdv$/G,"
인터내셔널,インターナショナル,인터내셔널·국제적인,JLPT_1 JLPT,JmV&U~p0X$
인터폰,インターフォン,인터폰,JLPT_1 JLPT,AO3rDw-;8U
인텔리,インテリ,인텔리·지식인,JLPT_1 JLPT,piGc%@]7]l
인포메이션,インフォメーション,인포메이션·정보,JLPT_1 JLPT,KO4Fli5w!*
인플레,インフレ,인플레·인플레이션,JLPT_1 JLPT,QC}1+m@@J*
受かる,うかる,합격하다·붙다,JLPT_1 JLPT,gIq*pkmfp{
受け入れ,うけいれ,수용·받아들임,JLPT_1 JLPT,j&5piEC:H:
受け入れる,うけいれる,받아들이다,JLPT_1 JLPT,i_JCrJB_9E
受け継ぐ,うけつぐ,계승하다·이어받다,JLPT_1 JLPT,x6H#Y*OpNS
受け付ける,うけつける,접수하다·받아들이다,JLPT_1 JLPT,wJiQ/5Nn/x
