expression,reading,meaning,tags,guid
パチンコ,パチンコ,파친코,JLPT_1 JLPT,"N,S-[g<N~X"
罰,ばつ,벌·벌칙,JLPT_1 JLPT,pak.tgGX7x
발육,はついく,발육,JLPT_1 JLPT,r)!<G?/hIO
発芽,はつが,발아,JLPT_1 JLPT,odw.?IsV+e
発掘,はっくつ,발굴,JLPT_1 JLPT,EM>uH;4cf/
発言,はつげん,발언,JLPT_1 JLPT,LH_cLO;>A#
バッジ,バッジ,배지,JLPT_1 JLPT,yC^3FORnX|
発生,はっせい,발생,JLPT_1 JLPT,[~75YIE]^
仕立てる,したてる,만들다·양복을 짓다·준비하다,JLPT_1 JLPT,c;3A;W&iox
下取り,したどり,중고품 매입(보상판매),JLPT_1 JLPT,x00~X}Z@;z
下火,したび,기세가 꺾임·사그라듦,JLPT_1 JLPT,GXttEHji#P
実,じつ,열매·결실·실제,JLPT_1 JLPT,"O,>]AbA1/T"
実家,じっか,친정·본가,JLPT_1 JLPT,m9e#UdET8v
失格,しっかく,실격,JLPT_1 JLPT,h!}VE0Z-kV
質疑,しつぎ,질의,JLPT_1 JLPT,Mk?<?~7ejy
失脚,しっきゃく,실각,JLPT_1 JLPT,dyF+u*87v/
実業家,じつぎょうか,실업가·사업가,JLPT_1 JLPT,j8A-]Sd~|q
シック,シック,시크함·세련됨,JLPT_1 JLPT,b].GYST!sM
じっくり,じっくり,곰곰이·차분히,JLPT_1 JLPT,OuD=.N_4bL
躾,しつけ,예절 교육·가정 교육,JLPT_1 JLPT,p&pKDPj+ET
躾ける,しつける,가르치다·교육하다,JLPT_1 JLPT,M=EeDC2V^e
実践,じっせん,실천,JLPT_1 JLPT,lCEkku)Adc
質素,しっそ,검소함,JLPT_1 JLPT,Lg&>>9*&@$
実態,じった이,실태,JLPT_1 JLPT,r05!(zrd*p
失調,しっちょう,조절 이상·실조,JLPT_1 JLPT,wL|Xhp<^m}
嫉妬,しっと,질투,JLPT_1 JLPT,"II[T1j,nrR"
実費,じっぴ,실비,JLPT_1 JLPT,"Brcf8cxL,]"
指摘,してき,지적,JLPT_1 JLPT,0XMUSx1~^
自転,じてん,자전·회전,JLPT_1 JLPT,eZnBlzL^Oi
助動詞,じょどうし,조동사,JLPT_1 JLPT,MGBzC/KjZ/
淑やか,しとやか,아담함·우아함,JLPT_1 JLPT,cs-RRQGVDP
萎びる,し나びる,시들다·쭈글쭈글해지다,JLPT_1 JLPT,n39PUN5yKB
シナ리오,シナリオ,시나리오,JLPT_1 JLPT,mcEC.#phJ/
しなやか,しなやか,탄력 있는·부드러운,JLPT_1 JLPT,"llcgEUgd,}"
屎尿,しにょう,분뇨,JLPT_1 JLPT,L{NJwSJvE1
地主,じぬし,지주·땅주인,JLPT_1 JLPT,P7lP?kfIYU
凌ぐ,しのぐ,능가하다·견뎌내다,JLPT_1 JLPT,G74MSKaZvn
芝,しば,잔디,JLPT_1 JLPT,M1OofFOiDR
始発,しはつ,시발·첫차,JLPT_1 JLPT,b5g^3snh;^
耳鼻科,じびか,이비인후과,JLPT_1 JLPT,M#I&@5u]tl
私物,しぶつ,사물·개인 소유물,JLPT_1 JLPT,vg>TaiCbc?
しぶとい,しぶとい,끈질기다·고집스럽다,JLPT_1 JLPT,mEFQwL`E!]
司法,しほう,사법,JLPT_1 JLPT,^h2%#WFiG
始末,しまつ,마무리·수습·뒤처리,JLPT_1 JLPT,xVDH)/d;?h
染みる,しみる,스며들다·배다,JLPT_1 JLPT,uv-Quw{L2O
使命,しめい,사명,JLPT_1 JLPT,G+Vq)M-:^P
地元,じもと,현지·고장,JLPT_1 JLPT,v:38b>tQ|E
視野,しや,시야,JLPT_1 JLPT,MXdrD7jy4!
弱,じゃく,약함·약간 못 됨,JLPT_1 JLPT,nRYFcY_m8}
社交,しゃこう,사교,JLPT_1 JLPT,vg:~]#q8^J
ジャズ,ジャズ,재즈,JLPT_1 JLPT,A5m[%vwV8S
謝絶,샤ぜつ,사절·거절,JLPT_1 JLPT,MBe{>RfT0i
社宅,しゃたく,사택,JLPT_1 JLPT,DbP-W*D~|w
若干,じゃっかん,약간,JLPT_1 JLPT,Q(Uny@e~8I
三味線,しゃみせん,샤미센,JLPT_1 JLPT,s_z^^gPG!F
斜面,しゃめん,사면·경사면,JLPT_1 JLPT,x+=N.j3d7a
砂利,じゃり,자갈,JLPT_1 JLPT,ATQMr:.4bz
洒落る,しゃれる,멋을 내다·세련되다,JLPT_1 JLPT,H%!QFip;AM
ジャンパー,ジャンパー,점퍼,JLPT_1 JLPT,"n,_jvSzMfG"
ジャンプ,ジャンプ,점프,JLPT_1 JLPT,pw$gcH64r%
ジャンボ,ジャンボ,점보·거대한,JLPT_1 JLPT,uk]{9`9Xq{
ジャンル,ジャンル,장르,JLPT_1 JLPT,c5niOf<?L8
主,しゅ,주인·주요함,JLPT_1 JLPT,tZY2oe0@.s
種,しゅ,씨앗·종류,JLPT_1 JLPT,rY$n|JRb)Y
私有,しゆう,사유,JLPT_1 JLPT,jZOSWJzMsO
～宗,～しゅう,~종 (종파),JLPT_1 JLPT,cpa^uYdTpm
収益,しゅうえき,수익,JLPT_1 JLPT,u?TiI-~;B#
修学,しゅうがく,수학·배움,JLPT_1 JLPT,bPtmF5tna#
周期,しゅうき,주기,JLPT_1 JLPT,CsG?_1Ru~6
衆議院,しゅうぎいん,중의원,JLPT_1 JLPT,tTQG>y9]$G
就業,しゅうぎょう,취업,JLPT_1 JLPT,cF>5iCVH#I
従業員,じゅうぎょういん,종업원·직원,JLPT_1 JLPT,e0Gyloi?1+
集計,しゅうけい,집계,JLPT_1 JLPT,s4<5~0hL>(
襲撃,しゅうげき,습격,JLPT_1 JLPT,ogO5j2R_;R
収支,しゅうし,수지·수입과 지출,JLPT_1 JLPT,kLuRkT404Z
終始,しゅうし,종시·처음부터 끝까지,JLPT_1 JLPT,b9XF3_Vc&-
修士,しゅうし,석사,JLPT_1 JLPT,eySOZRKm#K
従事,じゅうじ,종사,JLPT_1 JLPT,kZT/egI[mV
終日,しゅうじつ,종일,JLPT_1 JLPT,AR^6lmvOwg
充実,じゅうじつ,충실함,JLPT_1 JLPT,tGa!Bufhy/
収集,しゅうしゅう,수집,JLPT_1 JLPT,"g+wGkM,J!."
十字路,じゅうじろ,십자로·사거리,JLPT_1 JLPT,M-P484f.3r
執着,しゅうじゃく,집착,JLPT_1 JLPT,u`m`$IGAEz
執着,しゅうちゃく,집착,JLPT_1 JLPT,k5L#!.1c@y
柔軟,じゅうなん,유연함,JLPT_1 JLPT,o$JEWneOMf
重複,じゅうふく,중복,JLPT_1 JLPT,xsR4^tk;%3
収容,しゅうよう,수용,JLPT_1 JLPT,e@q$+H3N_E
従来,じゅうらい,종래·이전부터,JLPT_1 JLPT,m&r$7kIG&x
守衛,しゅえい,수위·경비원,JLPT_1 JLPT,e^0%h@~lt8
主演,しゅえん,주연,JLPT_1 JLPT,n]D<c|Caow
主観,しゅかん,주관,JLPT_1 JLPT,lW5DbL!{A5
修行,しゅぎょう,수행,JLPT_1 JLPT,KirESaOr*_
塾,じゅく,학원,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,r6*vU;-fx(
祝賀,しゅくが,축하,JLPT_1 JLPT,wRzD+</l;5
宿命,しゅくめい,숙명,JLPT_1 JLPT,BFNKk^{M1j
手芸,しゅげい,수예,JLPT_1 JLPT,QuReZ-t?cb
主権,しゅけん,주권,JLPT_1 JLPT,bc]8:XVC+v
主催,しゅさい,주최,JLPT_1 JLPT,Az?/+|wSuL
取材,しゅざい,취재,JLPT_1 JLPT,ALv+C0}[Uy
趣旨,しゅし,취지,JLPT_1 JLPT,r#aoMGQ7ru
種々,しゅじゅ,여러 가지,JLPT_1 JLPT,L$zP;w1Dds
主食,しゅしょく,주식,JLPT_1 JLPT,Ff{n(i0=[l
主人公,しゅじんこう,주인공,JLPT_1 JLPT,Ci-hQYEll
主体,しゅたい,주체,JLPT_1 JLPT,"wk,7:5Ulq:"
主題,しゅだい,주제,JLPT_1 JLPT,t4<KTH8w{.
出演,しゅつえん,출연,JLPT_1 JLPT,B>+JLE{F%w
出血,しゅっけつ,출혈,JLPT_1 JLPT,jt7Tvjw[T<
出現,しゅつげん,출현,JLPT_1 JLPT,et$R3oC-m[
出産,しゅっさん,출산,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,CT4;+h>Ai7
出社,しゅっしゃ,출근,JLPT_1 JLPT,Gd$MA{t_:M
出生,しゅっしょう,출생,JLPT_1 JLPT,CwJVE%al3B
出生,しゅっせい,출생,JLPT_1 JLPT,cV$*)i2b6%
